city_ascii,state_id,City,lat,lng
Fruitdale,AL,"Fruitdale, AL",31.3429,-88.4108
Fruitdale,SD,"Fruitdale, SD",44.6692,-103.6955
Fruithurst,AL,"Fruithurst, AL",33.7295,-85.4313
Fruitland,ID,"Fruitland, ID",44.0197,-116.922
Fruitland,MD,"Fruitland, MD",38.3214,-75.6246
Fruitland,NC,"Fruitland, NC",35.3928,-82.4119
Fruitland,IA,"Fruitland, IA",41.3475,-91.1288
Fruitland,NM,"Fruitland, NM",36.7432,-108.3951
Fruitland Park,FL,"Fruitland Park, FL",28.8599,-81.9177
Fruitport,MI,"Fruitport, MI",43.1248,-86.1561
Fruitridge Pocket,CA,"Fruitridge Pocket, CA",38.5326,-121.4558
Fruitvale,CO,"Fruitvale, CO",39.0933,-108.4789
Fruitvale,TX,"Fruitvale, TX",32.6834,-95.8036
Fruitville,FL,"Fruitville, FL",27.3328,-82.4616
Frystown,PA,"Frystown, PA",40.452,-76.3326
Frytown,IA,"Frytown, IA",41.572,-91.7321
Fuig,PR,"Fuig, PR",17.9857,-66.917
Fulda,MN,"Fulda, MN",43.8691,-95.6023
Fulford,CO,"Fulford, CO",39.5166,-106.6576
Fuller Acres,CA,"Fuller Acres, CA",35.3023,-118.9143
Fuller Heights,FL,"Fuller Heights, FL",27.9227,-81.9978
Fullerton,CA,"Fullerton, CA",33.8841,-117.9279
Fullerton,PA,"Fullerton, PA",40.6309,-75.4834
Fullerton,NE,"Fullerton, NE",41.3647,-97.9726
Fullerton,ND,"Fullerton, ND",46.1632,-98.4272
Fulshear,TX,"Fulshear, TX",29.693,-95.8804
Fulton,MO,"Fulton, MO",38.8551,-91.951
Fulton,NY,"Fulton, NY",43.3171,-76.4167
Fulton,MD,"Fulton, MD",39.1516,-76.9163
Fulton,MS,"Fulton, MS",34.2616,-88.4021
Fulton,IL,"Fulton, IL",41.865,-90.1593
Fulton,KY,"Fulton, KY",36.5145,-88.882
Fulton,TX,"Fulton, TX",28.0706,-97.0429
Fulton,CA,"Fulton, CA",38.4937,-122.7734
Fulton,AL,"Fulton, AL",31.7916,-87.7396
Fulton,OH,"Fulton, OH",40.463,-82.8283
Fulton,IN,"Fulton, IN",40.9463,-86.2642
Fulton,AR,"Fulton, AR",33.6126,-93.8138
Fulton,MI,"Fulton, MI",47.2992,-88.3607
Fulton,KS,"Fulton, KS",38.0098,-94.7197
Fulton,SD,"Fulton, SD",43.7288,-97.8226
Fulton,WI,"Fulton, WI",42.8074,-89.1269
Fultondale,AL,"Fultondale, AL",33.6174,-86.8014
Fultonham,OH,"Fultonham, OH",39.8557,-82.1408
Fultonville,NY,"Fultonville, NY",42.9463,-74.3704
Fults,IL,"Fults, IL",38.1644,-90.2128
Funk,NE,"Funk, NE",40.4631,-99.2507
Funkley,MN,"Funkley, MN",47.7869,-94.4267
Funkstown,MD,"Funkstown, MD",39.6068,-77.7053
Funny River,AK,"Funny River, AK",60.4876,-150.7812
Funston,GA,"Funston, GA",31.1989,-83.8771
Fuquay-Varina,NC,"Fuquay-Varina, NC",35.5953,-78.7778
Furley,KS,"Furley, KS",37.8801,-97.2119
Furman,SC,"Furman, SC",32.6813,-81.1877
Furnace Creek,CA,"Furnace Creek, CA",36.4277,-116.8747
Fussels Corner,FL,"Fussels Corner, FL",28.0574,-81.861
Fyffe,AL,"Fyffe, AL",34.449,-85.9052
G. L. Garcia,PR,"G. L. Garcia, PR",18.1258,-66.1026
Gaastra,MI,"Gaastra, MI",46.0557,-88.605
Gabbs,NV,"Gabbs, NV",38.8621,-117.933
Gackle,ND,"Gackle, ND",46.6264,-99.1412
Gadsden,AL,"Gadsden, AL",34.0086,-86.0157
Gadsden,SC,"Gadsden, SC",33.848,-80.7663
Gadsden,AZ,"Gadsden, AZ",32.5564,-114.7811
Gadsden,TN,"Gadsden, TN",35.7768,-88.9861
Gaffney,SC,"Gaffney, SC",35.0743,-81.6552
Gage,OK,"Gage, OK",36.3182,-99.7575
Gages Lake,IL,"Gages Lake, IL",42.3519,-87.9828
Gagetown,MI,"Gagetown, MI",43.6572,-83.2449
Gahanna,OH,"Gahanna, OH",40.0251,-82.8637
Gail,TX,"Gail, TX",32.767,-101.4465
Gaines,MI,"Gaines, MI",42.8725,-83.9108
Gainesboro,TN,"Gainesboro, TN",36.3617,-85.6496
Gainesville,FL,"Gainesville, FL",29.6804,-82.3459
Gainesville,GA,"Gainesville, GA",34.2902,-83.8294
Gainesville,TX,"Gainesville, TX",33.639,-97.1487
Gainesville,VA,"Gainesville, VA",38.7931,-77.6347
Gainesville,MO,"Gainesville, MO",36.6063,-92.4245
Gainesville,AL,"Gainesville, AL",32.8149,-88.1608
Gaithersburg,MD,"Gaithersburg, MD",39.1346,-77.2131
Gakona,AK,"Gakona, AK",62.3609,-145.2657
Galateo,PR,"Galateo, PR",18.364,-66.259
Galatia,IL,"Galatia, IL",37.8414,-88.6148
Galatia,KS,"Galatia, KS",38.6411,-98.9578
Galax,VA,"Galax, VA",36.666,-80.9176
Galena,IL,"Galena, IL",42.4218,-90.4293
Galena,KS,"Galena, KS",37.0751,-94.6354
Galena,IN,"Galena, IN",38.3513,-85.9372
Galena,OH,"Galena, OH",40.2201,-82.8842
Galena,MD,"Galena, MD",39.3425,-75.8787
Galena,MO,"Galena, MO",36.8054,-93.471
Galena,AK,"Galena, AK",64.7381,-156.8635
Galena Park,TX,"Galena Park, TX",29.7452,-95.2333
Gales Ferry,CT,"Gales Ferry, CT",41.4215,-72.0854
Galesburg,IL,"Galesburg, IL",40.9506,-90.3763
Galesburg,MI,"Galesburg, MI",42.2911,-85.4182
Galesburg,KS,"Galesburg, KS",37.4721,-95.3563
Galesburg,ND,"Galesburg, ND",47.2701,-97.4087
Galestown,MD,"Galestown, MD",38.5633,-75.7149
Galesville,WI,"Galesville, WI",44.0839,-91.358
Galesville,MD,"Galesville, MD",38.8379,-76.5514
Galeton,PA,"Galeton, PA",41.7338,-77.6454
Galeville,NY,"Galeville, NY",43.0868,-76.1871
Galien,MI,"Galien, MI",41.8015,-86.4995
Galion,OH,"Galion, OH",40.7385,-82.7792
Galisteo,NM,"Galisteo, NM",35.3984,-105.9571
Gallant,AL,"Gallant, AL",34.0013,-86.2304
Gallatin,TN,"Gallatin, TN",36.3782,-86.4698
Gallatin,MO,"Gallatin, MO",39.9106,-93.9642
Gallatin,TX,"Gallatin, TX",31.8969,-95.152
Gallatin Gateway,MT,"Gallatin Gateway, MT",45.5899,-111.1953
Gallatin River Ranch,MT,"Gallatin River Ranch, MT",45.9073,-111.3313
Gallaway,TN,"Gallaway, TN",35.3272,-89.608
Galliano,LA,"Galliano, LA",29.447,-90.3096
Gallina,NM,"Gallina, NM",36.2295,-106.8205
Gallipolis,OH,"Gallipolis, OH",38.8186,-82.1934
Gallipolis Ferry,WV,"Gallipolis Ferry, WV",38.7745,-82.204
Gallitzin,PA,"Gallitzin, PA",40.481,-78.5547
Galloway,WV,"Galloway, WV",39.2339,-80.1277
Gallup,NM,"Gallup, NM",35.5182,-108.7431
Galt,CA,"Galt, CA",38.2698,-121.3004
Galt,IL,"Galt, IL",41.7894,-89.7541
Galt,MO,"Galt, MO",40.1272,-93.388
Galt,IA,"Galt, IA",42.6936,-93.6047
Galva,IL,"Galva, IL",41.1689,-90.0375
Galva,KS,"Galva, KS",38.3836,-97.5381
Galva,IA,"Galva, IA",42.5057,-95.418
Galveston,TX,"Galveston, TX",29.2484,-94.8913
Galveston,IN,"Galveston, IN",40.5766,-86.1924
Gamaliel,KY,"Gamaliel, KY",36.6402,-85.7963
Gamaliel,AR,"Gamaliel, AR",36.4518,-92.2369
Gambell,AK,"Gambell, AK",63.7538,-171.6881
Gambier,OH,"Gambier, OH",40.3764,-82.3949
Gambrills,MD,"Gambrills, MD",39.0927,-76.6511
Game Creek,AK,"Game Creek, AK",58.0553,-135.508
Gamerco,NM,"Gamerco, NM",35.5699,-108.7641
Gamewell,NC,"Gamewell, NC",35.864,-81.5978
Ganado,TX,"Ganado, TX",29.0413,-96.511
Ganado,AZ,"Ganado, AZ",35.7016,-109.5504
Gananda,NY,"Gananda, NY",43.1274,-77.3361
Gandy,NE,"Gandy, NE",41.4698,-100.4583
Gandys Beach,NJ,"Gandys Beach, NJ",39.2715,-75.2316
Gang Mills,NY,"Gang Mills, NY",42.1534,-77.123
Ganister,PA,"Ganister, PA",40.4736,-78.2266
Gann,OH,"Gann, OH",40.4692,-82.1913
Gann Valley,SD,"Gann Valley, SD",44.0336,-98.9887
Gannett,ID,"Gannett, ID",43.357,-114.1756
Gans,OK,"Gans, OK",35.3874,-94.6946
Gantt,SC,"Gantt, SC",34.7837,-82.4027
Gantt,AL,"Gantt, AL",31.4092,-86.4842
Gap,PA,"Gap, PA",39.9888,-76.0212
Gapland,MD,"Gapland, MD",39.4021,-77.6584
Garber,OK,"Garber, OK",36.4367,-97.581
Garber,IA,"Garber, IA",42.7444,-91.2621
Garberville,CA,"Garberville, CA",40.1003,-123.7948
Garceno,TX,"Garceno, TX",26.4122,-98.9406
Garciasville,TX,"Garciasville, TX",26.3198,-98.6997
Garcon Point,FL,"Garcon Point, FL",30.4758,-87.09
Garden,UT,"Garden, UT",41.8866,-111.4326
Garden,MI,"Garden, MI",45.773,-86.5529
Garden Acres,CA,"Garden Acres, CA",37.9637,-121.2296
Garden City,KS,"Garden City, KS",37.9753,-100.8527
Garden City,MI,"Garden City, MI",42.3244,-83.3412
Garden City,NY,"Garden City, NY",40.7266,-73.6447
Garden City,ID,"Garden City, ID",43.6526,-116.2743
Garden City,SC,"Garden City, SC",33.5926,-79.0071
Garden City,GA,"Garden City, GA",32.0867,-81.1773
Garden City,MO,"Garden City, MO",38.563,-94.1959
Garden City,AL,"Garden City, AL",34.015,-86.7493
Garden City,UT,"Garden City, UT",41.9371,-111.4121
Garden City,TX,"Garden City, TX",31.8673,-101.4863
Garden City,MN,"Garden City, MN",44.0485,-94.1712
Garden City,CO,"Garden City, CO",40.3948,-104.6893
Garden City,IA,"Garden City, IA",42.2455,-93.3954
Garden City,SD,"Garden City, SD",44.9593,-97.5804
Garden City Park,NY,"Garden City Park, NY",40.7435,-73.6639
Garden City South,NY,"Garden City South, NY",40.712,-73.6607
Garden Farms,CA,"Garden Farms, CA",35.4158,-120.6141
Garden Grove,CA,"Garden Grove, CA",33.7787,-117.9601
Garden Grove,FL,"Garden Grove, FL",28.4716,-82.4349
Garden Grove,IA,"Garden Grove, IA",40.8266,-93.6068
Garden Home-Whitford,OR,"Garden Home-Whitford, OR",45.4642,-122.7588
Garden Plain,KS,"Garden Plain, KS",37.6627,-97.6793
Garden Prairie,IL,"Garden Prairie, IL",42.2534,-88.7178
Garden Ridge,TX,"Garden Ridge, TX",29.6379,-98.2927
Garden Valley,ID,"Garden Valley, ID",44.083,-115.9612
Garden View,PA,"Garden View, PA",41.2567,-77.0492
Gardena,CA,"Gardena, CA",33.8943,-118.3072
Gardena,ND,"Gardena, ND",48.7012,-100.4981
Gardendale,AL,"Gardendale, AL",33.6677,-86.8069
Gardendale,TX,"Gardendale, TX",32.0105,-102.3587
Gardere,LA,"Gardere, LA",30.3582,-91.1346
Gardi,GA,"Gardi, GA",31.5409,-81.797
Gardiner,ME,"Gardiner, ME",44.191,-69.7921
Gardiner,MT,"Gardiner, MT",45.057,-110.7421
Gardiner,OR,"Gardiner, OR",43.7327,-124.1068
Gardner,KS,"Gardner, KS",38.8122,-94.9275
Gardner,MA,"Gardner, MA",42.5845,-71.9868
Gardner,IL,"Gardner, IL",41.1931,-88.3146
Gardner,FL,"Gardner, FL",27.3537,-81.7895
Gardner,ND,"Gardner, ND",47.1445,-96.9686
Gardner,CO,"Gardner, CO",37.7889,-105.1644
Gardners,PA,"Gardners, PA",40.0063,-77.2084
Gardnertown,NY,"Gardnertown, NY",41.5328,-74.0595
Gardnerville,NV,"Gardnerville, NV",38.939,-119.7369
Gardnerville Ranchos,NV,"Gardnerville Ranchos, NV",38.8957,-119.7492
Garey,CA,"Garey, CA",34.8869,-120.3141
Garfield,NJ,"Garfield, NJ",40.8791,-74.1085
Garfield,TX,"Garfield, TX",30.1961,-97.5514
Garfield,WA,"Garfield, WA",47.0103,-117.1395
Garfield,AR,"Garfield, AR",36.4555,-93.9757
Garfield,MN,"Garfield, MN",45.9388,-95.4945
Garfield,GA,"Garfield, GA",32.6496,-82.0962
Garfield,KS,"Garfield, KS",38.077,-99.2445
Garfield,CO,"Garfield, CO",38.5493,-106.2893
Garfield,NM,"Garfield, NM",32.7569,-107.2665
Garfield Heights,OH,"Garfield Heights, OH",41.4199,-81.6038
Gargatha,VA,"Gargatha, VA",37.7905,-75.582
Garibaldi,OR,"Garibaldi, OR",45.5607,-123.9112
Garland,TX,"Garland, TX",32.91,-96.6304
Garland,UT,"Garland, UT",41.7362,-112.1627
Garland,NC,"Garland, NC",34.7859,-78.3947
Garland,AR,"Garland, AR",33.3609,-93.7142
Garland,TN,"Garland, TN",35.5823,-89.7525
Garland,NE,"Garland, NE",40.9446,-96.9855
Garland,WY,"Garland, WY",44.7777,-108.6542
Garland,KS,"Garland, KS",37.7305,-94.6244
Garnavillo,IA,"Garnavillo, IA",42.8667,-91.2362
Garner,NC,"Garner, NC",35.6936,-78.6181
Garner,IA,"Garner, IA",43.1,-93.6031
Garner,TX,"Garner, TX",32.827,-97.9847
Garner,AR,"Garner, AR",35.1421,-91.7805
Garnet,CA,"Garnet, CA",33.9179,-116.4796
Garnett,KS,"Garnett, KS",38.2845,-95.2408
Garrattsville,NY,"Garrattsville, NY",42.6524,-75.1691
Garretson,SD,"Garretson, SD",43.7147,-96.5028
Garrett,IN,"Garrett, IN",41.3527,-85.1237
Garrett,WA,"Garrett, WA",46.0608,-118.399
Garrett,TX,"Garrett, TX",32.3681,-96.6543
Garrett,PA,"Garrett, PA",39.8643,-79.0619
Garrett,IL,"Garrett, IL",39.7973,-88.4247
Garrett Park,MD,"Garrett Park, MD",39.036,-77.0934
Garretts Mill,MD,"Garretts Mill, MD",39.3534,-77.6892
Garrettsville,OH,"Garrettsville, OH",41.2844,-81.0932
Garrison,MD,"Garrison, MD",39.4023,-76.7514
Garrison,ND,"Garrison, ND",47.6532,-101.4219
Garrison,TX,"Garrison, TX",31.8252,-94.4932
Garrison,KY,"Garrison, KY",38.6075,-83.1833
Garrison,IA,"Garrison, IA",42.1452,-92.1441
Garrison,MN,"Garrison, MN",46.2992,-93.8264
Garrison,MT,"Garrison, MT",46.5259,-112.8205
Garrison,NE,"Garrison, NE",41.1755,-97.163
Garrochales,PR,"Garrochales, PR",18.4572,-66.5675
Garten,WV,"Garten, WV",38.0335,-81.075
Garvin,OK,"Garvin, OK",33.9561,-94.9357
Garvin,MN,"Garvin, MN",44.2142,-95.7607
Garwin,IA,"Garwin, IA",42.0935,-92.6791
Garwood,NJ,"Garwood, NJ",40.6513,-74.3231
Garwood,TX,"Garwood, TX",29.4432,-96.4056
Gary,IN,"Gary, IN",41.5905,-87.3473
Gary,WV,"Gary, WV",37.3619,-81.5415
Gary,MN,"Gary, MN",47.3725,-96.2656
Gary,SD,"Gary, SD",44.7941,-96.4574
Gary City,TX,"Gary City, TX",32.0277,-94.3679
Garysburg,NC,"Garysburg, NC",36.4479,-77.5603
Garyville,LA,"Garyville, LA",30.0688,-90.6285
Garza-Salinas II,TX,"Garza-Salinas II, TX",26.3518,-98.7595
Gas,KS,"Gas, KS",37.923,-95.3454
Gas City,IN,"Gas City, IN",40.4887,-85.5944
Gasburg,VA,"Gasburg, VA",36.5588,-77.8722
Gasconade,MO,"Gasconade, MO",38.6703,-91.56
Gascoyne,ND,"Gascoyne, ND",46.119,-103.0788
Gasport,NY,"Gasport, NY",43.1938,-78.5762
Gasquet,CA,"Gasquet, CA",41.8429,-123.9731
Gassaway,WV,"Gassaway, WV",38.6702,-80.7717
Gassville,AR,"Gassville, AR",36.2849,-92.4869
Gaston,SC,"Gaston, SC",33.818,-81.0997
Gaston,IN,"Gaston, IN",40.314,-85.501
Gaston,NC,"Gaston, NC",36.4965,-77.6449
Gaston,OR,"Gaston, OR",45.4348,-123.1449
Gastonia,NC,"Gastonia, NC",35.2494,-81.1854
Gastonville,PA,"Gastonville, PA",40.2669,-80.0095
Gate,OK,"Gate, OK",36.8517,-100.0552
Gate City,VA,"Gate City, VA",36.6401,-82.5782
Gates,OR,"Gates, OR",44.7561,-122.4201
Gates,TN,"Gates, TN",35.8406,-89.4081
Gates Mills,OH,"Gates Mills, OH",41.5316,-81.41
Gatesville,TX,"Gatesville, TX",31.4445,-97.7317
Gatesville,NC,"Gatesville, NC",36.4072,-76.7566
Gateway,FL,"Gateway, FL",26.5793,-81.7446
Gateway,AK,"Gateway, AK",61.5668,-149.2417
Gateway,AR,"Gateway, AR",36.4854,-93.9365
Gatewood,WV,"Gatewood, WV",38.0052,-81.0663
Gatlinburg,TN,"Gatlinburg, TN",35.725,-83.4938
Gattman,MS,"Gattman, MS",33.8848,-88.2367
Gauley Bridge,WV,"Gauley Bridge, WV",38.1681,-81.2039
Gause,TX,"Gause, TX",30.7874,-96.7224
Gautier,MS,"Gautier, MS",30.4106,-88.6568
Gay,GA,"Gay, GA",33.0937,-84.5755
Gayle Mill,SC,"Gayle Mill, SC",34.7023,-81.2391
Gaylesville,AL,"Gaylesville, AL",34.2665,-85.5603
Gaylord,MI,"Gaylord, MI",45.0208,-84.6809
Gaylord,MN,"Gaylord, MN",44.5559,-94.2133
Gaylord,KS,"Gaylord, KS",39.6463,-98.8473
Gaylordsville,CT,"Gaylordsville, CT",41.641,-73.4826
Gays,IL,"Gays, IL",39.4583,-88.4963
Gays Mills,WI,"Gays Mills, WI",43.322,-90.8489
Gayville,SD,"Gayville, SD",42.8889,-97.1738
Gazelle,CA,"Gazelle, CA",41.5149,-122.5217
Gearhart,OR,"Gearhart, OR",46.0289,-123.9173
Geary,OK,"Geary, OK",35.5923,-98.2911
Geddes,SD,"Geddes, SD",43.254,-98.6974
Geeseytown,PA,"Geeseytown, PA",40.4516,-78.3439
Geiger,AL,"Geiger, AL",32.8696,-88.3133
Geistown,PA,"Geistown, PA",40.2935,-78.8726
Gem,KS,"Gem, KS",39.426,-100.8973
Gem Lake,MN,"Gem Lake, MN",45.058,-93.0405
Gene Autry,OK,"Gene Autry, OK",34.3151,-97.0383
Genesee,CO,"Genesee, CO",39.6872,-105.2718
Genesee,ID,"Genesee, ID",46.5516,-116.9284
Geneseo,IL,"Geneseo, IL",41.4509,-90.154
Geneseo,KS,"Geneseo, KS",38.517,-98.1545
Geneva,IL,"Geneva, IL",41.8833,-88.3242
Geneva,NY,"Geneva, NY",42.8645,-76.9826
Geneva,OH,"Geneva, OH",41.8007,-80.9461
Geneva,AL,"Geneva, AL",31.0437,-85.8763
Geneva,FL,"Geneva, FL",28.7377,-81.1143
Geneva,WA,"Geneva, WA",48.7446,-122.4043
Geneva,NE,"Geneva, NE",40.5308,-97.5974
Geneva,IN,"Geneva, IN",40.5975,-84.9568
Geneva,MN,"Geneva, MN",43.8228,-93.2683
Geneva,IA,"Geneva, IA",42.6748,-93.1298
Geneva,GA,"Geneva, GA",32.579,-84.5516
Geneva,PA,"Geneva, PA",41.562,-80.2261
Geneva-on-the-Lake,OH,"Geneva-on-the-Lake, OH",41.8561,-80.9491
Genoa,IL,"Genoa, IL",42.0926,-88.6964
Genoa,OH,"Genoa, OH",41.5202,-83.3619
Genoa,AR,"Genoa, AR",33.3775,-93.8825
Genoa,NV,"Genoa, NV",39.0256,-119.8309
Genoa,NE,"Genoa, NE",41.4462,-97.7322
Genoa,WI,"Genoa, WI",43.5732,-91.2262
Genoa,CO,"Genoa, CO",39.2782,-103.4984
Genoa City,WI,"Genoa City, WI",42.5065,-88.3192
Genola,UT,"Genola, UT",40.0118,-111.8465
Genola,MN,"Genola, MN",45.9653,-94.1129
Gentry,AR,"Gentry, AR",36.2571,-94.4908
Gentry,MO,"Gentry, MO",40.3326,-94.4233
Gentryville,IN,"Gentryville, IN",38.1091,-87.0316
George,IA,"George, IA",43.342,-96.0034
George,WA,"George, WA",47.0846,-119.86
George Mason,VA,"George Mason, VA",38.8356,-77.3186
George West,TX,"George West, TX",28.33,-98.1183
Georgetown,TX,"Georgetown, TX",30.666,-97.6966
Georgetown,KY,"Georgetown, KY",38.2247,-84.5487
Georgetown,GA,"Georgetown, GA",31.9849,-81.226
Georgetown,SC,"Georgetown, SC",33.3594,-79.2958
Georgetown,DE,"Georgetown, DE",38.6894,-75.3872
Georgetown,OH,"Georgetown, OH",38.8684,-83.8992
Georgetown,IN,"Georgetown, IN",38.2954,-85.964
Georgetown,IL,"Georgetown, IL",39.9774,-87.6354
Georgetown,CA,"Georgetown, CA",38.9112,-120.8356
Georgetown,PA,"Georgetown, PA",41.2271,-75.8722
Georgetown,CT,"Georgetown, CT",41.2494,-73.4343
Georgetown,CO,"Georgetown, CO",39.7179,-105.6942
Georgetown,PA,"Georgetown, PA",39.9426,-76.0789
Georgetown,ID,"Georgetown, ID",42.479,-111.3639
Georgetown,LA,"Georgetown, LA",31.7597,-92.3821
Georgetown,MS,"Georgetown, MS",31.8698,-90.1648
Georgetown,PA,"Georgetown, PA",40.6417,-80.4994
Georgetown,AR,"Georgetown, AR",35.1267,-91.4539
Georgetown,MN,"Georgetown, MN",47.0784,-96.7959
Georgetown,MD,"Georgetown, MD",39.2194,-76.1971
Georgiana,AL,"Georgiana, AL",31.6391,-86.7468
Gerald,MO,"Gerald, MO",38.3992,-91.3305
Geraldine,AL,"Geraldine, AL",34.3579,-86.0037
Geraldine,MT,"Geraldine, MT",47.6022,-110.2663
Gerber,CA,"Gerber, CA",40.0614,-122.1482
Gering,NE,"Gering, NE",41.8275,-103.6622
Gerlach,NV,"Gerlach, NV",40.6452,-119.3614
German Valley,IL,"German Valley, IL",42.2143,-89.4844
Germania,NJ,"Germania, NJ",39.5088,-74.5922
Germanton,NC,"Germanton, NC",36.2587,-80.236
Germantown,MD,"Germantown, MD",39.1755,-77.2643
Germantown,TN,"Germantown, TN",35.0829,-89.7824
Germantown,WI,"Germantown, WI",43.2343,-88.1217
Germantown,OH,"Germantown, OH",39.6325,-84.3645
Germantown,IL,"Germantown, IL",38.5552,-89.5412
Germantown,KY,"Germantown, KY",38.6559,-83.9643
Germantown Hills,IL,"Germantown Hills, IL",40.7711,-89.4669
Geronimo,OK,"Geronimo, OK",34.4831,-98.3877
Geronimo,TX,"Geronimo, TX",29.6728,-97.9686
Geronimo Estates,AZ,"Geronimo Estates, AZ",34.3695,-111.3617
Gerrard,CO,"Gerrard, CO",37.6783,-106.5753
Gerster,MO,"Gerster, MO",37.9548,-93.5769
Gerton,NC,"Gerton, NC",35.4758,-82.3504
Gerty,OK,"Gerty, OK",34.8357,-96.2889
Gervais,OR,"Gervais, OR",45.1081,-122.8964
Gettysburg,PA,"Gettysburg, PA",39.8304,-77.2339
Gettysburg,SD,"Gettysburg, SD",45.006,-99.9539
Gettysburg,OH,"Gettysburg, OH",40.1156,-84.4964
Geuda Springs,KS,"Geuda Springs, KS",37.1114,-97.1505
Geyser,MT,"Geyser, MT",47.2633,-110.4927
Geyserville,CA,"Geyserville, CA",38.7173,-122.9034
Ghent,WV,"Ghent, WV",37.6221,-81.1057
Ghent,MN,"Ghent, MN",44.5116,-95.8926
Ghent,KY,"Ghent, KY",38.734,-85.0614
Gholson,TX,"Gholson, TX",31.7123,-97.236
Gibbon,NE,"Gibbon, NE",40.7461,-98.8458
Gibbon,MN,"Gibbon, MN",44.5332,-94.5242
Gibbs,MO,"Gibbs, MO",40.099,-92.4166
Gibbsboro,NJ,"Gibbsboro, NJ",39.8333,-74.9657
Gibbstown,NJ,"Gibbstown, NJ",39.8233,-75.2782
Gibbsville,WI,"Gibbsville, WI",43.6521,-87.8318
Gibraltar,MI,"Gibraltar, MI",42.096,-83.2029
Gibraltar,PA,"Gibraltar, PA",40.2809,-75.8609
Gibsland,LA,"Gibsland, LA",32.5395,-93.0541
Gibson,AR,"Gibson, AR",34.8923,-92.2341
Gibson,GA,"Gibson, GA",33.2334,-82.5959
Gibson,NC,"Gibson, NC",34.7595,-79.6069
Gibson,TN,"Gibson, TN",35.8743,-88.8437
Gibson,IA,"Gibson, IA",41.4803,-92.3921
Gibson City,IL,"Gibson City, IL",40.4665,-88.3788
Gibson Flats,MT,"Gibson Flats, MT",47.464,-111.2404
Gibsonburg,OH,"Gibsonburg, OH",41.3875,-83.3216
Gibsonia,PA,"Gibsonia, PA",40.6322,-79.9684
Gibsonton,FL,"Gibsonton, FL",27.826,-82.3761
Gibsonville,NC,"Gibsonville, NC",36.0993,-79.5415
Giddings,TX,"Giddings, TX",30.1833,-96.9279
Gideon,MO,"Gideon, MO",36.4489,-89.9128
Gideon,OK,"Gideon, OK",35.9972,-95.028
Gifford,FL,"Gifford, FL",27.6756,-80.4252
Gifford,IL,"Gifford, IL",40.3079,-88.0214
Gifford,SC,"Gifford, SC",32.8601,-81.2385
Gig Harbor,WA,"Gig Harbor, WA",47.3352,-122.5964
Gila,NM,"Gila, NM",32.9485,-108.5762
Gila Bend,AZ,"Gila Bend, AZ",32.9662,-112.7154
Gila Crossing,AZ,"Gila Crossing, AZ",33.2731,-112.1627
Gila Hot Springs,NM,"Gila Hot Springs, NM",33.1902,-108.2045
Gilbert,AZ,"Gilbert, AZ",33.31,-111.7463
Gilbert,MN,"Gilbert, MN",47.4912,-92.4612
Gilbert,IA,"Gilbert, IA",42.1062,-93.6461
Gilbert,SC,"Gilbert, SC",33.9245,-81.3928
Gilbert,WV,"Gilbert, WV",37.6142,-81.8689
Gilbert,LA,"Gilbert, LA",32.0507,-91.6567
Gilbert,AR,"Gilbert, AR",35.9905,-92.7166
Gilbert Creek,WV,"Gilbert Creek, WV",37.5697,-81.8906
Gilberton,PA,"Gilberton, PA",40.7961,-76.2235
Gilbertown,AL,"Gilbertown, AL",31.8663,-88.3075
Gilberts,IL,"Gilberts, IL",42.1097,-88.3715
Gilbertsville,PA,"Gilbertsville, PA",40.3219,-75.609
Gilbertsville,KY,"Gilbertsville, KY",37.0284,-88.3103
Gilbertsville,NY,"Gilbertsville, NY",42.4693,-75.3226
Gilbertville,IA,"Gilbertville, IA",42.4182,-92.2141
Gilboa,OH,"Gilboa, OH",41.0187,-83.9215
Gilby,ND,"Gilby, ND",48.0835,-97.4679
Gilchrist,OR,"Gilchrist, OR",43.477,-121.69
Gilcrest,CO,"Gilcrest, CO",40.2841,-104.782
Gildford,MT,"Gildford, MT",48.5738,-110.3072
Gildford Colony,MT,"Gildford Colony, MT",48.8025,-110.2843
Gilead,NE,"Gilead, NE",40.1461,-97.4151
Gilgo,NY,"Gilgo, NY",40.6376,-73.3779
Gillespie,IL,"Gillespie, IL",39.1258,-89.8174
Gillett,WI,"Gillett, WI",44.8897,-88.3063
Gillett,AR,"Gillett, AR",34.1193,-91.3789
Gillett Grove,IA,"Gillett Grove, IA",43.0167,-95.0367
Gillette,WY,"Gillette, WY",44.2752,-105.4982
Gillette,NJ,"Gillette, NJ",40.6921,-74.4629
Gillham,AR,"Gillham, AR",34.1686,-94.3145
Gilliam,MO,"Gilliam, MO",39.2327,-93.0041
Gilliam,LA,"Gilliam, LA",32.8282,-93.8418
Gillis,LA,"Gillis, LA",30.3769,-93.1999
Gillisonville,SC,"Gillisonville, SC",32.6116,-81.0001
Gillsville,GA,"Gillsville, GA",34.3085,-83.6352
Gilman,IL,"Gilman, IL",40.7626,-87.9975
Gilman,IA,"Gilman, IA",41.8789,-92.7881
Gilman,WI,"Gilman, WI",45.1662,-90.8072
Gilman,MN,"Gilman, MN",45.7353,-93.9486
Gilman,VT,"Gilman, VT",44.4135,-71.7157
Gilman,MT,"Gilman, MT",47.5093,-112.3578
